url_key,name,description,categories_slug,status,sku,weight,inventory_sources,inventories,price,tax_category_id,images,meta_title,meta_description,new,featured,visible_individually,cost,width,height,depth,type,attribute_family_name,guest_checkout,meta_keywords,short_description,special_price,special_price_from,special_price_to,color,material,size,"product type",pattern,gender,"package contains",model,style,user_id,country,delivery_charge
Generic-Oye-Mister-Printed-Ceramic-Coffee-Mug-Color-White-Capacity-350ml-PID36100,"Generic Oye Mister Printed Ceramic Coffee Mug (Color: White, Capacity: 350ml)","Can be used as a coffee mug Hot and Cold <br>Mug Design: Oye Mister <br>Color: White, <br>Material: Ceramic<br> Package Contents: 1 Pc Mug <br> Size: 11oz, <br>Capacity: 350ml<br>Disclaimer: The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",mugs,1,BSB41TMUGMYYYG50,299,default,50,202,,"https://live.staticflickr.com/65535/51322843897_f61fe683b6_o_d.jpg,https://live.staticflickr.com/65535/51323584846_ef146480dd_o_d.jpg,https://live.staticflickr.com/65535/51323584856_2e2a8606ab_o_d.jpg,https://live.staticflickr.com/65535/51322843897_f61fe683b6_o_d.jpg","Generic Oye Mister Printed Ceramic Coffee Mug (Color: White, Capacity: 350ml)","Can be used as a coffee mug Hot and Cold <br>Mug Design: Oye Mister <br>Color: White, <br>Material: Ceramic<br> Package Contents: 1 Pc Mug <br> Size: 11oz, <br>Capacity: 350ml<br>Disclaimer: The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",0,0,1,,,,,simple,Default,1,,"Can be used as a coffee mug Hot and Cold ",,,,White,Ceramic,,,"Oye Mister",,,,,1,IN,0
Generic-Cotton-Double-Bed-Sheet-with-2-Pillow-Covers-Color-Multi-Color-PID38404,"Generic Cotton Double Bed Sheet with 2 Pillow Covers (Color: Multi Color)","Generic Cotton Double Bed Sheet with 2 Pillow Covers (Color: Multi Color)<br>Bedsheet: 215x240cm, <br>Pillows: 43x69 cm<br>Thread Count: 160<br>Wash care: Machine wash or Hand wash. Do not bleach, Do not tumble dry, Do not soak for long time.<br>Disclaimer: The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",home_furnishing,1,BS42BEDYYYANDIYA_ORANGE_H24,750,default,49,488,,"https://live.staticflickr.com/65535/51830080189_241c62a916_o_d.jpg,https://live.staticflickr.com/65535/51830460875_c5d3e47a53_o_d.jpg,https://live.staticflickr.com/65535/51830460900_e45313217d_o_d.jpg,https://live.staticflickr.com/65535/51828783207_89405fe630_o_d.jpg","Generic Cotton Double Bed Sheet with 2 Pillow Covers (Color: Multi Color)","Generic Cotton Double Bed Sheet with 2 Pillow Covers (Color: Multi Color)<br>Bedsheet: 215x240cm, <br>Pillows: 43x69 cm<br>Thread Count: 160<br>Wash care: Machine wash or Hand wash. Do not bleach, Do not tumble dry, Do not soak for long time.<br>Disclaimer: The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",0,0,1,,,,,simple,Default,1,,"Generic Cotton Double Bed Sheet with 2 Pillow Covers (Color: Multi Color)",,,,"Multi color",Cotton,"Bedsheet: 215X240cm, Pillows: 43x69cm",,,,,,,1,IN,0
Generic-Cotton-Double-Bedsheet-With-2-Pillow-Covers-Color-Multi-color-PID39684,"Generic Cotton Double Bedsheet With 2 Pillow Covers (Color:Multi color)","Cotton Double Bedsheet With 2 Pillow Covers (Color:Multi color)<br>Bedsheet:90X100 inches, <br>Pillows:16X26 inches <br>Thread Count:500<br>Wash care:Machine wash or Hand wash. Do not bleach, Do not tumble dry, Do not soak for long time.<br>Disclaimer:The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",home_furnishing,1,BSB66HKBT_310_DS_044,750,default,50,480,,"https://live.staticflickr.com/65535/52028437696_1dc667be81_o_d.jpg,https://live.staticflickr.com/65535/52028437696_1dc667be81_o_d.jpg","Generic Cotton Double Bedsheet With 2 Pillow Covers (Color:Multi color)","Cotton Double Bedsheet With 2 Pillow Covers (Color:Multi color)<br>Bedsheet:90X100 inches, <br>Pillows:16X26 inches <br>Thread Count:500<br>Wash care:Machine wash or Hand wash. Do not bleach, Do not tumble dry, Do not soak for long time.<br>Disclaimer:The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",0,0,1,,,,,simple,Default,1,,"Cotton Double Bedsheet With 2 Pillow Covers (Color:Multi color)",,,,"Multi color",Cotton,"Bedsheet:90X100, Pillows:16X26",,,,,,,1,IN,0
Generic-Printed-Ceramic-Coffee-Mug-1-Pieces-White-11oz-PID29445,"Generic Printed Ceramic Coffee Mug - 1 Pieces, White, 11oz","Can be used as a coffee mug (Hot and  Cold).  <br>Ideal Gift for any occasion. <br>Quantity: 1pc, <br> Material: Ceramic, <br> Color: White,  <br>Size: 11 oz., <br>Disclaimer: The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",mugs,1,BSB15MugMYYYug-Eyes,435,default,25,228,,"https://live.staticflickr.com/65535/50097289727_8c910b6e57_o_d.jpg,https://live.staticflickr.com/65535/50097288997_4fd49c5a57_o_d.jpg","Generic Printed Ceramic Coffee Mug - 1 Pieces, White, 11oz","Can be used as a coffee mug (Hot and  Cold).  <br>Ideal Gift for any occasion. <br>Quantity: 1pc, <br> Material: Ceramic, <br> Color: White,  <br>Size: 11 oz., <br>Disclaimer: The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",0,0,1,,,,,simple,Default,1,,"Can be used as a coffee mug (Hot and  Cold).  ",,,,White,Ceramic,"11 Oz",,,,,,,1,IN,0
Green-Birds-And-Star-Radium-Wall-Sticker-PID31493,"Generic Green Birds And Star Radium Wall Sticker","Green Birds And Star Radium Wall Sticker <br> Color: Green,  <br> Material: Vinyl ,  <br> Installetion Type:  Peel And Stick ,  <br>Finished OutPut Size: 60X46cm <br>Decorative Green Vinyl Wall Sticker<br>Relaxing and Calming Light Source  avoid the use of electric night  lights or opening of the blinds that allow for disturbing light and noises.",home_accessories,1,BSB32DYYYK-NG-363,120,default,50,182,,"https://live.staticflickr.com/65535/50750766317_abda763dd6_o_d.jpg,https://live.staticflickr.com/65535/50749921623_4e0f9d284c_o_d.jpg,https://live.staticflickr.com/65535/50749921703_994e325703_o_d.jpg,https://live.staticflickr.com/65535/50750664406_4825722d95_o_d.jpg","Generic Green Birds And Star Radium Wall Sticker","Green Birds And Star Radium Wall Sticker <br> Color: Green,  <br> Material: Vinyl ,  <br> Installetion Type:  Peel And Stick ,  <br>Finished OutPut Size: 60X46cm <br>Decorative Green Vinyl Wall Sticker<br>Relaxing and Calming Light Source  avoid the use of electric night  lights or opening of the blinds that allow for disturbing light and noises.",0,0,1,,,,,simple,Default,1,,"Green Birds And Star Radium Wall Sticker ",,,,Green,Vinyl,"Finished OutPut Size: 60X46cm",,,,,,,1,IN,0
Generic-Pack-of-4-4-in-1-Multi-Purpose-Vegetable-Peeler-Color-Assorted-PID34821,"Generic Pack of 4_4 in 1 Multi Purpose Vegetable Peeler (Color: Assorted)","Pack of 4_4 in 1 Multi Purpose Vegetable Peeler<br>Compact shape makes it easy to handle and store<br>4 in 1 Peeler, An Ergonomically Designed Handle Made From Hygiene Polypropylene Dishwasher Safe<br>Multipurpose use; High quality stainless steel blades; Must in every kitchen<br>Can Be Used As Peeler To Peels Fruits And Vegetables<br><b>Color:</b>Assorted.",kitchenware,1,BSCHNKH1194,147,default,9,143,,"https://live.staticflickr.com/65535/51096089316_c852f1ba5b_o_d.jpg,https://live.staticflickr.com/65535/51096894505_0cf1e068b1_o_d.jpg,https://live.staticflickr.com/65535/51096089266_9249d32bc6_o_d.jpg,https://live.staticflickr.com/65535/51096894535_d2c0e86db4_o_d.jpg,https://live.staticflickr.com/65535/51096894520_212f2d3b4c_o_d.jpg","Generic Pack of 4_4 in 1 Multi Purpose Vegetable Peeler (Color: Assorted)","Pack of 4_4 in 1 Multi Purpose Vegetable Peeler<br>Compact shape makes it easy to handle and store<br>4 in 1 Peeler, An Ergonomically Designed Handle Made From Hygiene Polypropylene Dishwasher Safe<br>Multipurpose use; High quality stainless steel blades; Must in every kitchen<br>Can Be Used As Peeler To Peels Fruits And Vegetables<br><b>Color:</b>Assorted.",0,0,1,,,,,simple,Default,1,,"Pack of 4_4 in 1 Multi Purpose Vegetable Peeler",,,,Assorted,,,"Home And Kitchen Accessories",,Unisex,,,,1,IN,0
Generic-Cotton-Double-Reversible-Light-Weight-Blanket-King-Size-228X254Cm-Color-Multi-Color-Material-Cotton-PID36101,"Generic Cotton Double Reversible Light Weight Blanket King Size 228X254 Cm (Color: Multi Color, Material: Cotton)","Cotton Double Reversible Light Weight Blanket <br>Material: Cotton, <br> Color: Multi Color, <br> Thread Count: 210<br> Blanket: King Size 228X254Cm<br> Pack Contents: 1 King Size Blanket<br> Disclaimer: The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",home_furnishing,1,BSB46BEDDYYYohar_DB_201,1200,default,48,930,,"https://live.staticflickr.com/65535/51336058038_20928995b9_o_d.jpg,https://live.staticflickr.com/65535/51335841951_c15b7f6c50_o_d.jpg","Generic Cotton Double Reversible Light Weight Blanket King Size 228X254 Cm (Color: Multi Color, Material: Cotton)","Cotton Double Reversible Light Weight Blanket <br>Material: Cotton, <br> Color: Multi Color, <br> Thread Count: 210<br> Blanket: King Size 228X254Cm<br> Pack Contents: 1 King Size Blanket<br> Disclaimer: The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",0,0,1,,,,,simple,Default,1,,"Cotton Double Reversible Light Weight Blanket ",,,,"Multi color",Cotton,,,,,"1 King Size Blanket",,,1,IN,0
Generic-Cotton-Double-Bed-Sheet-with-2-Pillow-Covers-Color-Multi-Color-PID38405,"Generic Cotton Double Bed Sheet with 2 Pillow Covers (Color: Multi Color)","Generic Cotton Double Bed Sheet with 2 Pillow Covers (Color: Multi Color)<br>Bedsheet: 215x240cm, <br>Pillows: 43x69 cm<br>Thread Count: 160<br>Wash care: Machine wash or Hand wash. Do not bleach, Do not tumble dry, Do not soak for long time.<br>Disclaimer: The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",home_furnishing,1,BS42BEDYYYOT_BLACK_H24,750,default,50,488,,"https://live.staticflickr.com/65535/51829854223_7b2ac5abd2_o_d.jpg,https://live.staticflickr.com/65535/51829854208_a021f0610b_o_d.jpg,https://live.staticflickr.com/65535/51829738811_2d6bbf9c7a_o_d.jpg,https://live.staticflickr.com/65535/51830080169_7b7424179a_o_d.jpg","Generic Cotton Double Bed Sheet with 2 Pillow Covers (Color: Multi Color)","Generic Cotton Double Bed Sheet with 2 Pillow Covers (Color: Multi Color)<br>Bedsheet: 215x240cm, <br>Pillows: 43x69 cm<br>Thread Count: 160<br>Wash care: Machine wash or Hand wash. Do not bleach, Do not tumble dry, Do not soak for long time.<br>Disclaimer: The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",0,0,1,,,,,simple,Default,1,,"Generic Cotton Double Bed Sheet with 2 Pillow Covers (Color: Multi Color)",,,,"Multi color",Cotton,"Bedsheet: 215X240cm, Pillows: 43x69cm",,,,,,,1,IN,0
Generic-Cotton-Double-Bedsheet-With-2-Pillow-Covers-Color-Multi-color-PID39685,"Generic Cotton Double Bedsheet With 2 Pillow Covers (Color:Multi color)","Cotton Double Bedsheet With 2 Pillow Covers (Color:Multi color)<br>Bedsheet:90X100 inches, <br>Pillows:16X26 inches <br>Thread Count:500<br>Wash care:Machine wash or Hand wash. Do not bleach, Do not tumble dry, Do not soak for long time.<br>Disclaimer:The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",home_furnishing,1,BSB66HKBT_310_DS_045,750,default,50,480,,"https://live.staticflickr.com/65535/52028686914_0270f39af6_o_d.jpg,https://live.staticflickr.com/65535/52028686914_0270f39af6_o_d.jpg","Generic Cotton Double Bedsheet With 2 Pillow Covers (Color:Multi color)","Cotton Double Bedsheet With 2 Pillow Covers (Color:Multi color)<br>Bedsheet:90X100 inches, <br>Pillows:16X26 inches <br>Thread Count:500<br>Wash care:Machine wash or Hand wash. Do not bleach, Do not tumble dry, Do not soak for long time.<br>Disclaimer:The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",0,0,1,,,,,simple,Default,1,,"Cotton Double Bedsheet With 2 Pillow Covers (Color:Multi color)",,,,"Multi color",Cotton,"Bedsheet:90X100, Pillows:16X26",,,,,,,1,IN,0
Generic-Printed-Ceramic-Coffee-Mug-1-Pieces-White-11oz-PID29446,"Generic Printed Ceramic Coffee Mug - 1 Pieces, White, 11oz","Can be used as a coffee mug (Hot and  Cold).  <br>Ideal Gift for any occasion. <br>Quantity: 1pc, <br> Material: Ceramic, <br> Color: White,  <br>Size: 11 oz., <br>Disclaimer: The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",mugs,1,BSB15MugMYYYug-Father&Son,435,default,25,228,,"https://live.staticflickr.com/65535/50096484098_95093ef9f9_o_d.jpg,https://live.staticflickr.com/65535/50097057486_6e7769b427_o_d.jpg","Generic Printed Ceramic Coffee Mug - 1 Pieces, White, 11oz","Can be used as a coffee mug (Hot and  Cold).  <br>Ideal Gift for any occasion. <br>Quantity: 1pc, <br> Material: Ceramic, <br> Color: White,  <br>Size: 11 oz., <br>Disclaimer: The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",0,0,1,,,,,simple,Default,1,,"Can be used as a coffee mug (Hot and  Cold).  ",,,,White,Ceramic,"11 Oz",,,,,,,1,IN,0
Green-Decorative-Elephant-Radium-Wall-Sticker-PID31494,"Generic Green Decorative Elephant Radium Wall Sticker","Green Decorative Elephant Radium Wall Sticker <br> Color: Green,  <br> Material: Vinyl ,  <br> Installetion Type:  Peel And Stick ,  <br>Finished OutPut Size: 34X18cm <br>Decorative Green Vinyl Wall Sticker<br>Relaxing and Calming Light Source  avoid the use of electric night  lights or opening of the blinds that allow for disturbing light and noises.",home_accessories,1,BSB32DYYYK-NG-364,120,default,49,182,,"https://live.staticflickr.com/65535/50749921588_35fe31d88c_o_d.jpg,https://live.staticflickr.com/65535/50750766077_4d20032da4_o_d.jpg,https://live.staticflickr.com/65535/50750664231_8a957103f7_o_d.jpg,https://live.staticflickr.com/65535/50749921553_1cabf28b95_o_d.jpg","Generic Green Decorative Elephant Radium Wall Sticker","Green Decorative Elephant Radium Wall Sticker <br> Color: Green,  <br> Material: Vinyl ,  <br> Installetion Type:  Peel And Stick ,  <br>Finished OutPut Size: 34X18cm <br>Decorative Green Vinyl Wall Sticker<br>Relaxing and Calming Light Source  avoid the use of electric night  lights or opening of the blinds that allow for disturbing light and noises.",0,0,1,,,,,simple,Default,1,,"Green Decorative Elephant Radium Wall Sticker ",,,,Green,Vinyl,"Finished OutPut Size: 34X18cm",,,,,,,1,IN,0
Generic-Cotton-Double-Reversible-Light-Weight-Blanket-King-Size-228X254Cm-Color-Multi-Color-Material-Cotton-PID36102,"Generic Cotton Double Reversible Light Weight Blanket King Size 228X254 Cm (Color: Multi Color, Material: Cotton)","Cotton Double Reversible Light Weight Blanket <br>Material: Cotton, <br> Color: Multi Color, <br> Thread Count: 210<br> Blanket: King Size 228X254Cm<br> Pack Contents: 1 King Size Blanket<br> Disclaimer: The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",home_furnishing,1,BSB46BEDDYYYohar_DB_202,1200,default,49,930,,"https://live.staticflickr.com/65535/51336569734_29a330d5f6_o_d.jpg,https://live.staticflickr.com/65535/51336569694_b95189377e_o_d.jpg","Generic Cotton Double Reversible Light Weight Blanket King Size 228X254 Cm (Color: Multi Color, Material: Cotton)","Cotton Double Reversible Light Weight Blanket <br>Material: Cotton, <br> Color: Multi Color, <br> Thread Count: 210<br> Blanket: King Size 228X254Cm<br> Pack Contents: 1 King Size Blanket<br> Disclaimer: The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",0,0,1,,,,,simple,Default,1,,"Cotton Double Reversible Light Weight Blanket ",,,,"Multi color",Cotton,,,,,"1 King Size Blanket",,,1,IN,0
Generic-Cotton-Double-Bed-Sheet-with-2-Pillow-Covers-Color-Multi-Color-PID38406,"Generic Cotton Double Bed Sheet with 2 Pillow Covers (Color: Multi Color)","Generic Cotton Double Bed Sheet with 2 Pillow Covers (Color: Multi Color)<br>Bedsheet: 215x240cm, <br>Pillows: 43x69 cm<br>Thread Count: 160<br>Wash care: Machine wash or Hand wash. Do not bleach, Do not tumble dry, Do not soak for long time.<br>Disclaimer: The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",home_furnishing,1,BS42BEDYYYOT_ORANGE_H24,750,default,50,488,,"https://live.staticflickr.com/65535/51829738806_fb3873c095_o_d.jpg,https://live.staticflickr.com/65535/51829738791_a9edb77e59_o_d.jpg,https://live.staticflickr.com/65535/51829854193_cfc2e8587d_o_d.jpg,https://live.staticflickr.com/65535/51828783122_bf4bb21da6_o_d.jpg","Generic Cotton Double Bed Sheet with 2 Pillow Covers (Color: Multi Color)","Generic Cotton Double Bed Sheet with 2 Pillow Covers (Color: Multi Color)<br>Bedsheet: 215x240cm, <br>Pillows: 43x69 cm<br>Thread Count: 160<br>Wash care: Machine wash or Hand wash. Do not bleach, Do not tumble dry, Do not soak for long time.<br>Disclaimer: The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",0,0,1,,,,,simple,Default,1,,"Generic Cotton Double Bed Sheet with 2 Pillow Covers (Color: Multi Color)",,,,"Multi color",Cotton,"Bedsheet: 215X240cm, Pillows: 43x69cm",,,,,,,1,IN,0
Generic-Cotton-Double-Bedsheet-With-2-Pillow-Covers-Color-Multi-color-PID39686,"Generic Cotton Double Bedsheet With 2 Pillow Covers (Color:Multi color)","Cotton Double Bedsheet With 2 Pillow Covers (Color:Multi color)<br>Bedsheet:90X100 inches, <br>Pillows:16X26 inches <br>Thread Count:500<br>Wash care:Machine wash or Hand wash. Do not bleach, Do not tumble dry, Do not soak for long time.<br>Disclaimer:The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",home_furnishing,1,BSB66HKBT_310_DS_046,750,default,50,480,,"https://live.staticflickr.com/65535/52027392877_c8da69c358_o_d.jpg,https://live.staticflickr.com/65535/52027392877_c8da69c358_o_d.jpg","Generic Cotton Double Bedsheet With 2 Pillow Covers (Color:Multi color)","Cotton Double Bedsheet With 2 Pillow Covers (Color:Multi color)<br>Bedsheet:90X100 inches, <br>Pillows:16X26 inches <br>Thread Count:500<br>Wash care:Machine wash or Hand wash. Do not bleach, Do not tumble dry, Do not soak for long time.<br>Disclaimer:The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",0,0,1,,,,,simple,Default,1,,"Cotton Double Bedsheet With 2 Pillow Covers (Color:Multi color)",,,,"Multi color",Cotton,"Bedsheet:90X100, Pillows:16X26",,,,,,,1,IN,0
Generic-Printed-Ceramic-Coffee-Mug-1-Pieces-White-11oz-PID29447,"Generic Printed Ceramic Coffee Mug - 1 Pieces, White, 11oz","Can be used as a coffee mug (Hot and  Cold).  <br>Ideal Gift for any occasion. <br>Quantity: 1pc, <br> Material: Ceramic, <br> Color: White,  <br>Size: 11 oz., <br>Disclaimer: The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",mugs,1,BSB15MugMYYYug-FirstLearnTheRulesThen,435,default,25,228,,"https://live.staticflickr.com/65535/50097292762_fed4d3352c_o_d.jpg,https://live.staticflickr.com/65535/50097057436_0f47d12b6b_o_d.jpg","Generic Printed Ceramic Coffee Mug - 1 Pieces, White, 11oz","Can be used as a coffee mug (Hot and  Cold).  <br>Ideal Gift for any occasion. <br>Quantity: 1pc, <br> Material: Ceramic, <br> Color: White,  <br>Size: 11 oz., <br>Disclaimer: The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",0,0,1,,,,,simple,Default,1,,"Can be used as a coffee mug (Hot and  Cold).  ",,,,White,Ceramic,"11 Oz",,,,,,,1,IN,0
Green-Decorative-Radium-Wall-Sticker-PID31495,"Generic Green Decorative Radium Wall Sticker","Green Decorative Radium Wall Sticker <br> Color: Green,  <br> Material: Vinyl ,  <br> Installetion Type:  Peel And Stick ,  <br>Finished OutPut Size: 33X21cm <br>Decorative Green Vinyl Wall Sticker<br>Relaxing and Calming Light Source  avoid the use of electric night  lights or opening of the blinds that allow for disturbing light and noises.",home_accessories,1,BSB32DYYYK-NG-365,120,default,50,182,,"https://live.staticflickr.com/65535/50750664186_357b31033e_o_d.jpg,https://live.staticflickr.com/65535/50749921488_6ff8cbd77f_o_d.jpg,https://live.staticflickr.com/65535/50750766017_4e5d2a8975_o_d.jpg,https://live.staticflickr.com/65535/50750766032_ccddb5bc75_o_d.jpg","Generic Green Decorative Radium Wall Sticker","Green Decorative Radium Wall Sticker <br> Color: Green,  <br> Material: Vinyl ,  <br> Installetion Type:  Peel And Stick ,  <br>Finished OutPut Size: 33X21cm <br>Decorative Green Vinyl Wall Sticker<br>Relaxing and Calming Light Source  avoid the use of electric night  lights or opening of the blinds that allow for disturbing light and noises.",0,0,1,,,,,simple,Default,1,,"Green Decorative Radium Wall Sticker ",,,,Green,Vinyl,"Finished OutPut Size: 33X21cm",,,,,,,1,IN,0
Generic-Cotton-Double-Reversible-Light-Weight-Blanket-King-Size-228X254Cm-Color-Multi-Color-Material-Cotton-PID36103,"Generic Cotton Double Reversible Light Weight Blanket King Size 228X254 Cm (Color: Multi Color, Material: Cotton)","Cotton Double Reversible Light Weight Blanket <br>Material: Cotton, <br> Color: Multi Color, <br> Thread Count: 210<br> Blanket: King Size 228X254Cm<br> Pack Contents: 1 King Size Blanket<br> Disclaimer: The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",home_furnishing,1,BSB46BEDDYYYohar_DB_203,1200,default,48,930,,"https://live.staticflickr.com/65535/51336844455_c70b736ba9_o_d.jpg,https://live.staticflickr.com/65535/51336057953_7e9dcebe41_o_d.jpg","Generic Cotton Double Reversible Light Weight Blanket King Size 228X254 Cm (Color: Multi Color, Material: Cotton)","Cotton Double Reversible Light Weight Blanket <br>Material: Cotton, <br> Color: Multi Color, <br> Thread Count: 210<br> Blanket: King Size 228X254Cm<br> Pack Contents: 1 King Size Blanket<br> Disclaimer: The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",0,0,1,,,,,simple,Default,1,,"Cotton Double Reversible Light Weight Blanket ",,,,"Multi color",Cotton,,,,,"1 King Size Blanket",,,1,IN,0
Generic-Cotton-Double-Bed-Sheet-with-2-Pillow-Covers-Color-Multi-Color-PID38407,"Generic Cotton Double Bed Sheet with 2 Pillow Covers (Color: Multi Color)","Generic Cotton Double Bed Sheet with 2 Pillow Covers (Color: Multi Color)<br>Bedsheet: 215x240cm, <br>Pillows: 43x69 cm<br>Thread Count: 160<br>Wash care: Machine wash or Hand wash. Do not bleach, Do not tumble dry, Do not soak for long time.<br>Disclaimer: The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",home_furnishing,1,BS42BEFYYYLOWER_PINK_H24,750,default,50,488,,"https://live.staticflickr.com/65535/51829738781_968d47db48_o_d.jpg,https://live.staticflickr.com/65535/51829854083_582c9b7416_o_d.jpg,https://live.staticflickr.com/65535/51828783092_fc983f4123_o_d.jpg,https://live.staticflickr.com/65535/51829854168_c9b811e76a_o_d.jpg","Generic Cotton Double Bed Sheet with 2 Pillow Covers (Color: Multi Color)","Generic Cotton Double Bed Sheet with 2 Pillow Covers (Color: Multi Color)<br>Bedsheet: 215x240cm, <br>Pillows: 43x69 cm<br>Thread Count: 160<br>Wash care: Machine wash or Hand wash. Do not bleach, Do not tumble dry, Do not soak for long time.<br>Disclaimer: The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",0,0,1,,,,,simple,Default,1,,"Generic Cotton Double Bed Sheet with 2 Pillow Covers (Color: Multi Color)",,,,"Multi color",Cotton,"Bedsheet: 215X240cm, Pillows: 43x69cm",,,,,,,1,IN,0
Generic-Cotton-Double-Bedsheet-With-2-Pillow-Covers-Color-Multi-color-PID39687,"Generic Cotton Double Bedsheet With 2 Pillow Covers (Color:Multi color)","Cotton Double Bedsheet With 2 Pillow Covers (Color:Multi color)<br>Bedsheet:90X100 inches, <br>Pillows:16X26 inches <br>Thread Count:500<br>Wash care:Machine wash or Hand wash. Do not bleach, Do not tumble dry, Do not soak for long time.<br>Disclaimer:The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",home_furnishing,1,BSB66HKBT_310_DS_047,750,default,50,480,,"https://live.staticflickr.com/65535/52028437641_76b34c603a_o_d.jpg,https://live.staticflickr.com/65535/52028437641_76b34c603a_o_d.jpg","Generic Cotton Double Bedsheet With 2 Pillow Covers (Color:Multi color)","Cotton Double Bedsheet With 2 Pillow Covers (Color:Multi color)<br>Bedsheet:90X100 inches, <br>Pillows:16X26 inches <br>Thread Count:500<br>Wash care:Machine wash or Hand wash. Do not bleach, Do not tumble dry, Do not soak for long time.<br>Disclaimer:The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",0,0,1,,,,,simple,Default,1,,"Cotton Double Bedsheet With 2 Pillow Covers (Color:Multi color)",,,,"Multi color",Cotton,"Bedsheet:90X100, Pillows:16X26",,,,,,,1,IN,0
Generic-Printed-Ceramic-Coffee-Mug-1-Pieces-White-11oz-PID29448,"Generic Printed Ceramic Coffee Mug - 1 Pieces, White, 11oz","Can be used as a coffee mug (Hot and  Cold).  <br>Ideal Gift for any occasion. <br>Quantity: 1pc, <br> Material: Ceramic, <br> Color: White,  <br>Size: 11 oz., <br>Disclaimer: The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",mugs,1,BSB15MugMYYYug-FocusOnEyes1,435,default,25,228,,"https://live.staticflickr.com/65535/50097058271_ecbc1f92e5_o_d.jpg,https://live.staticflickr.com/65535/50097291947_8d5b294cc3_o_d.jpg","Generic Printed Ceramic Coffee Mug - 1 Pieces, White, 11oz","Can be used as a coffee mug (Hot and  Cold).  <br>Ideal Gift for any occasion. <br>Quantity: 1pc, <br> Material: Ceramic, <br> Color: White,  <br>Size: 11 oz., <br>Disclaimer: The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",0,0,1,,,,,simple,Default,1,,"Can be used as a coffee mug (Hot and  Cold).  ",,,,White,Ceramic,"11 Oz",,,,,,,1,IN,0
