url_key,name,description,categories_slug,status,sku,weight,inventory_sources,inventories,price,images,meta_title,meta_description,new,featured,visible_individually,cost,width,height,depth,type,attribute_family_name,guest_checkout,meta_keywords,short_description,special_price,special_price_from,special_price_to,color,tax_category_id,size
Purple-Design-Wallpaper-Mobile-Case-Cover-10332,Purple Design Wallpaper Mobile Case Cover,"<p><b>Mobile Case Cover Description :</b> <br>* 100% brand new and high-quality. Light weight with special design. <br> * Perfectly suitable For All phone models. <br> * Protect your phone from scratches and chips, dirt and bumps. <br> * Buttons, lens and camera can be perfectly accessed as there will be perfectly shaped holes. <br> * Package: 1 Randyf Printed Mobile Case Cover. <br><br><b>Note:</b> <br>*Before ordering look at the title to see if you are ordering for the right brand and model.<br> * Else search again and find the right model. <br><br><b>Disclaimer: </b><br>*Though the holes of the cover will be perfect to the model, sometime it will not be in the expected place based on the photo.<br>* This is unavoidable, but we will take utmost care to ship the perfect item every time.</p>",root,1,BSRPMAB051,250,default,500,195,"https://i.imgur.com/zoxCrS2.jpg,https://i.imgur.com/HMlKx0P.jpg",Purple Design Wallpaper Mobile Case Cover,"<p><b>Mobile Case Cover Description :</b> <br>* 100% brand new and high-quality. Light weight with special design. <br> * Perfectly suitable For All phone models. <br> * Protect your phone from scratches and chips, dirt and bumps. <br> * Buttons, lens and camera can be perfectly accessed as there will be perfectly shaped holes. <br> * Package: 1 Randyf Printed Mobile Case Cover. <br><br><b>Note:</b> <br>*Before ordering look at the title to see if you are ordering for the right brand and model.<br> * Else search again and find the right model. <br><br><b>Disclaimer: </b><br>*Though the holes of the cover will be perfect to the model, sometime it will not be in the expected place based on the photo.<br>* This is unavoidable, but we will take utmost care to ship the perfect item every time.</p>",0,0,1,,,,,simple,Default,1,h,<p><b>Mobile Case Cover Description :</b> ,,,,Purple,,ms
