url_key,name,description,categories_slug,status,sku,weight,inventory_sources,inventories,price,tax_category_id,images,meta_title,meta_description,new,featured,visible_individually,cost,width,height,depth,type,attribute_family_name,guest_checkout,meta_keywords,short_description,special_price,special_price_from,special_price_to,color,material,size,product_type,pattern,gender,package_contains,model,style,user_id,country,delivery_charge
generic-cotton-double-bedsheet-with-2-pillow-covers-color-multi-color-pid39682,Generic Cotton Double Bedsheet With 2 Pillow Covers (Color:Multi color),"Cotton Double Bedsheet With 2 Pillow Covers (Color:Multi color)<br>Bedsheet:90X100 inches, <br>Pillows:16X26 inches <br>Thread Count:500<br>Wash care:Machine wash or Hand wash. Do not bleach, Do not tumble dry, Do not soak for long time.<br>Disclaimer:The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",home-furnishings,1,BSB66HKBT_310_DS_042,750,default,50,480,,"https://live.staticflickr.com/65535/52028952200_6b6970aca5_o_d.jpg,https://live.staticflickr.com/65535/52028952200_6b6970aca5_o_d.jpg",Generic Cotton Double Bedsheet With 2 Pillow Covers (Color:Multi color),"Cotton Double Bedsheet With 2 Pillow Covers (Color:Multi color)<br>Bedsheet:90X100 inches, <br>Pillows:16X26 inches <br>Thread Count:500<br>Wash care:Machine wash or Hand wash. Do not bleach, Do not tumble dry, Do not soak for long time.<br>Disclaimer:The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",0,0,1,,,,,simple,Default,1,,Cotton Double Bedsheet With 2 Pillow Covers (Color:Multi color),,,,Multi color,Cotton,"Bedsheet:90X100, Pillows:16X26",,,,,,,1,IN,0
