url_key,name,description,categories_slug,status,sku,weight,inventory_sources,inventories,price,images,meta_title,meta_description,new,featured,visible_individually,cost,width,height,depth,type,attribute_family_name,guest_checkout,short_description,special_price,special_price_from,special_price_to,color,size,meta_keywords,material,curtain,laptop
Generic-Pack-Of_,Generic Pack Of_8 Angry Bird Small Size Handkerchiefs (Color: Multi Color),"Generic Pack Of_8 Angry Bird Small Size Handkerchiefs (Color: Multi Color)<br>• Color: MultiColor, <br>• Material: Cotton<br>• Style: Regular<br>• Disclaimer: The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.
",root,1,mghghghg,75,default,1,135,"https://i.imgur.com/jlB7IGz.jpg,https://i.imgur.com/oY0jzXE.jpg,https://i.imgur.com/1cdPRsm.jpg,https://i.imgur.com/jlB7IGz.jpg",Generic Pack Of_8 Angry Bird Small Size Handkerchiefs (Color: Multi Color),"Generic Pack Of_8 Angry Bird Small Size Handkerchiefs (Color: Multi Color)<br>• Color: MultiColor, <br>• Material: Cotton<br>• Style: Regular<br>• Disclaimer: The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.
",0,0,1,10,20,20,20,simple,Default,1,Generic Pack Of_8 Angry Bird Small Size Handkerchiefs (Color: Multi Color),,,,Red,M,hey,soft,,
