url_key,name,description,categories_slug,status,sku,weight,inventory_sources,inventories,price,tax_category_id,images,meta_title,meta_description,new,featured,visible_individually,cost,width,height,depth,type,attribute_family_name,guest_checkout,meta_keywords,short_description,special_price,special_price_from,special_price_to,color,gender,material,size,model,style,product_type,pattern,package_contains,user_id,country,delivery_charge
generic-pack-of_10-doreman-with-mini-dora-small-size-handkerchiefs-color:-multi-color-pid41282,"Generic Pack Of_10 Doreman With Mini Dora Small Size Handkerchiefs (Color: Multi Color)","Generic Pack Of_10 Doreman With Mini Dora Small Size Handkerchiefs (Color: Multi Color)<br>• Color: MultiColor, <br>• Material: Cotton<br>• Style: Regular<br>• Disclaimer: The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.
",personal-care,1,BSCKC1802,75.00000000,default,1,169,,"https://i.imgur.com/SQeJQDq.jpg,https://i.imgur.com/pBxh9L9.jpg,https://i.imgur.com/0CI1SPM.jpg,https://i.imgur.com/tLjL4lL.jpg","Generic Pack Of_10 Doreman With Mini Dora Small Size Handkerchiefs (Color: Multi Color)","Generic Pack Of_10 Doreman With Mini Dora Small Size Handkerchiefs (Color: Multi Color)<br>• Color: MultiColor, <br>• Material: Cotton<br>• Style: Regular<br>• Disclaimer: The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.
",0,0,1,,,,,simple,Default,1,,"Generic Pack Of_10 Doreman With Mini Dora Small Size Handkerchiefs (Color: Multi Color)",,,,"Multi Color",Unisex,Cotton,,,,,,,1,IN,0
generic-printed-ceramic-coffee-mug-1-pieces-white-11oz-pid29507,"Generic Printed Ceramic Coffee Mug - 1 Pieces, White, 11oz","Can be used as a coffee mug (Hot and  Cold).  <br>Ideal Gift for any occasion. <br>Quantity: 1pc, <br> Material: Ceramic, <br> Color: White,  <br>Size: 11 oz., <br>Disclaimer: The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",mugs,1,BSB15MugMYYYug-MyDoctorSays,435.00000000,default,25,228,,"https://live.staticflickr.com/65535/50096493653_f3a4518231_o_d.jpg,https://live.staticflickr.com/65535/50097067891_baf82ab8ff_o_d.jpg","Generic Printed Ceramic Coffee Mug - 1 Pieces, White, 11oz","Can be used as a coffee mug (Hot and  Cold).  <br>Ideal Gift for any occasion. <br>Quantity: 1pc, <br> Material: Ceramic, <br> Color: White,  <br>Size: 11 oz., <br>Disclaimer: The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",0,0,1,,,,,simple,Default,1,,"Can be used as a coffee mug (Hot and  Cold).  ",,,,White,,Ceramic,"11 Oz",,,,,,1,IN,0
generic-love-you-slipper-model-with-butterfly-metal-key-chain-color-assorted-pid37955,"Generic Love you Slipper model with Butterfly Metal Key Chain (Color: Assorted)","Generic Love you Slipper model with Butterfly Metal Key Chain<br>Key Chain and Key Ring for Men, Women, Boys and Girls<br>Suitable for securing daily using items such as room keys, door keys, car keys, entrance guard card, and more, giving much charm to keys. You can hang them on the bags and backpack and pencil cases and mobile phone, or with the keys and work card.<br>All keys of car, rooms, home and office can be well organized. These keys are perfect key management. You can also add more rings on it for more keys. A nice gift for family and friends<br>Please allow a Little variation in color due to different screen resolutions.",keychain-holders,1,BSKEYC1005,80.00000000,default,1,111,,"https://live.staticflickr.com/65535/51761026338_3cd5ec7fb3_o_d.jpg,https://live.staticflickr.com/65535/51760785681_e14312b424_o_d.jpg","Generic Love you Slipper model with Butterfly Metal Key Chain (Color: Assorted)","Generic Love you Slipper model with Butterfly Metal Key Chain<br>Key Chain and Key Ring for Men, Women, Boys and Girls<br>Suitable for securing daily using items such as room keys, door keys, car keys, entrance guard card, and more, giving much charm to keys. You can hang them on the bags and backpack and pencil cases and mobile phone, or with the keys and work card.<br>All keys of car, rooms, home and office can be well organized. These keys are perfect key management. You can also add more rings on it for more keys. A nice gift for family and friends<br>Please allow a Little variation in color due to different screen resolutions.",0,0,1,,,,,simple,Default,1,,"Generic Love you Slipper model with Butterfly Metal Key Chain",,,,Assorted,Unisex,,,"Key Chain",,,,,1,IN,0
generic-pack-of-3-3d-cubes-one-side-printed-rectangle-designer-keychain-multi-color-pid38979,"Generic Pack Of 3_ 3D Cubes One Side Printed Rectangle Designer Keychain (Multi Color)","Generic Pack Of 3_ 3D Cubes One Side Printed Rectangle Designer Keychain<br>Color: Multi Color, <br>Shape:Rectangular, <br>Material:MDF Wooden<br>Evergreen Gift For Any Occasion Or Without Occasion<br>Perfect gift for birthdays, anniversaries, wedding, house warming, for your loved ones, for your best friends, wedding anniversary, onam and suitable for all occasions",keychain-holders,1,BSCKEY1039,35.00000000,default,50,156,,"https://live.staticflickr.com/65535/51927525721_c4b471cc4b_o_d.jpg,https://live.staticflickr.com/65535/51928162500_6048481f6d_o_d.jpg","Generic Pack Of 3_ 3D Cubes One Side Printed Rectangle Designer Keychain (Multi Color)","Generic Pack Of 3_ 3D Cubes One Side Printed Rectangle Designer Keychain<br>Color: Multi Color, <br>Shape:Rectangular, <br>Material:MDF Wooden<br>Evergreen Gift For Any Occasion Or Without Occasion<br>Perfect gift for birthdays, anniversaries, wedding, house warming, for your loved ones, for your best friends, wedding anniversary, onam and suitable for all occasions",0,0,1,,,,,simple,Default,1,,"Generic Pack Of 3_ 3D Cubes One Side Printed Rectangle Designer Keychain",,,,"Multi Color",,"MDF Wooden",,,Rectangular,,,,1,IN,0
generic-pack-of_6-yellow-duck-medium-size-handkerchiefs-color:-multi-color-pid41283,"Generic Pack Of_6 Yellow Duck Medium Size Handkerchiefs (Color: Multi Color)","Generic Pack Of_6 Yellow Duck Medium Size Handkerchiefs (Color: Multi Color)<br>• Color: MultiColor, <br>• Material: Cotton<br>• Style: Regular<br>• Disclaimer: The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.
",personal-care,1,BSCKC1803,75.00000000,default,1,156,,"https://i.imgur.com/2Q3AgRS.jpg,https://i.imgur.com/nkxlxmp.jpg,https://i.imgur.com/2Q3AgRS.jpg,https://i.imgur.com/ZkadFgi.jpg","Generic Pack Of_6 Yellow Duck Medium Size Handkerchiefs (Color: Multi Color)","Generic Pack Of_6 Yellow Duck Medium Size Handkerchiefs (Color: Multi Color)<br>• Color: MultiColor, <br>• Material: Cotton<br>• Style: Regular<br>• Disclaimer: The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.
",0,0,1,,,,,simple,Default,1,,"Generic Pack Of_6 Yellow Duck Medium Size Handkerchiefs (Color: Multi Color)",,,,"Multi Color",Unisex,Cotton,,,,,,,1,IN,0
generic-printed-ceramic-coffee-mug-1-pieces-white-11oz-pid29508,"Generic Printed Ceramic Coffee Mug - 1 Pieces, White, 11oz","Can be used as a coffee mug (Hot and  Cold).  <br>Ideal Gift for any occasion. <br>Quantity: 1pc, <br> Material: Ceramic, <br> Color: White,  <br>Size: 11 oz., <br>Disclaimer: The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",mugs,1,BSB15MugMYYYug-MyHero,435.00000000,default,25,228,,"https://live.staticflickr.com/65535/50097068351_4f085109bb_o_d.jpg,https://live.staticflickr.com/65535/50096493023_0834a56466_o_d.jpg","Generic Printed Ceramic Coffee Mug - 1 Pieces, White, 11oz","Can be used as a coffee mug (Hot and  Cold).  <br>Ideal Gift for any occasion. <br>Quantity: 1pc, <br> Material: Ceramic, <br> Color: White,  <br>Size: 11 oz., <br>Disclaimer: The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",0,0,1,,,,,simple,Default,1,,"Can be used as a coffee mug (Hot and  Cold).  ",,,,White,,Ceramic,"11 Oz",,,,,,1,IN,0
generic-vinagayar-ac-adapter-night-lamp-pid31556,"Generic Vinagayar AC Adapter Night Lamp","Vinagayar AC Adapter Night Lamp <br> Color: Multi Color,<br> Power Source: AC Adapter,<br> Material: Acrylic and Plastic<br>Extremely cool and 3D illusion, <br>Design is Laser engraved on 4 mm thick Acrylic glass.<br>Ideal for living room, bedroom,birthday gift, bars, shop, coffee shop, hotel etc<br>Low energy consumption.<br>Made of safety material .<br>No foul odors or chemically powder coatings.                      ",night-lamps,1,BSCHNHDNL1001,80.00000000,default,3,78,,"https://live.staticflickr.com/65535/50782217462_238fe0f3ae_o_d.jpg,https://live.staticflickr.com/65535/50781345473_486ca31dea_o_d.jpg,https://live.staticflickr.com/65535/50782217442_84a4c27466_o_d.jpg,https://live.staticflickr.com/65535/50782108986_ae17bb9c43_o_d.jpg","Generic Vinagayar AC Adapter Night Lamp","Vinagayar AC Adapter Night Lamp <br> Color: Multi Color,<br> Power Source: AC Adapter,<br> Material: Acrylic and Plastic<br>Extremely cool and 3D illusion, <br>Design is Laser engraved on 4 mm thick Acrylic glass.<br>Ideal for living room, bedroom,birthday gift, bars, shop, coffee shop, hotel etc<br>Low energy consumption.<br>Made of safety material .<br>No foul odors or chemically powder coatings.                      ",0,0,1,,,,,simple,Default,1,,"Vinagayar AC Adapter Night Lamp ",,,,Multicolor,,"Acrylic,Plastic",,,,"Night Lamp",,,1,IN,0
generic-india-model-metal-keychain-color-assorted-pid37956,"Generic India Model Metal Keychain (Color: Assorted)","Generic India Model Metal Keychain<br>Key Chain and Key Ring for Men, Women, Boys and Girls<br>Suitable for securing daily using items such as room keys, door keys, car keys, entrance guard card, and more, giving much charm to keys. You can hang them on the bags and backpack and pencil cases and mobile phone, or with the keys and work card.<br>All keys of car, rooms, home and office can be well organized. These keys are perfect key management. You can also add more rings on it for more keys. A nice gift for family and friends<br>Please allow a Little variation in color due to different screen resolutions.",keychain-holders,1,BSKEYC1006,80.00000000,default,1,111,,https://live.staticflickr.com/65535/51761026303_55a68f77ff_o_d.jpg,"Generic India Model Metal Keychain (Color: Assorted)","Generic India Model Metal Keychain<br>Key Chain and Key Ring for Men, Women, Boys and Girls<br>Suitable for securing daily using items such as room keys, door keys, car keys, entrance guard card, and more, giving much charm to keys. You can hang them on the bags and backpack and pencil cases and mobile phone, or with the keys and work card.<br>All keys of car, rooms, home and office can be well organized. These keys are perfect key management. You can also add more rings on it for more keys. A nice gift for family and friends<br>Please allow a Little variation in color due to different screen resolutions.",0,0,1,,,,,simple,Default,1,,"Generic India Model Metal Keychain",,,,Assorted,Unisex,,,"Key Chain",,,,,1,IN,0
generic-pack-of-3-rubiks-cube-one-side-printed-rectangle-designer-keychain-multi-color-pid38980,"Generic Pack Of 3_ Rubiks Cube One Side Printed Rectangle Designer Keychain (Multi Color)","Generic Pack Of 3_ Rubiks Cube One Side Printed Rectangle Designer Keychain<br>Color: Multi Color, <br>Shape:Rectangular, <br>Material:MDF Wooden<br>Evergreen Gift For Any Occasion Or Without Occasion<br>Perfect gift for birthdays, anniversaries, wedding, house warming, for your loved ones, for your best friends, wedding anniversary, onam and suitable for all occasions",keychain-holders,1,BSCKEY1040,35.00000000,default,49,156,,"https://live.staticflickr.com/65535/51927868314_2d6ac434fc_o_d.jpg,https://live.staticflickr.com/65535/51927619188_7063da02b5_o_d.jpg","Generic Pack Of 3_ Rubiks Cube One Side Printed Rectangle Designer Keychain (Multi Color)","Generic Pack Of 3_ Rubiks Cube One Side Printed Rectangle Designer Keychain<br>Color: Multi Color, <br>Shape:Rectangular, <br>Material:MDF Wooden<br>Evergreen Gift For Any Occasion Or Without Occasion<br>Perfect gift for birthdays, anniversaries, wedding, house warming, for your loved ones, for your best friends, wedding anniversary, onam and suitable for all occasions",0,0,1,,,,,simple,Default,1,,"Generic Pack Of 3_ Rubiks Cube One Side Printed Rectangle Designer Keychain",,,,"Multi Color",,"MDF Wooden",,,Rectangular,,,,1,IN,0
generic-pack-of_8-angry-bird-small-size-handkerchiefs-color:-multi-color-pid41284,"Generic Pack Of_8 Angry Bird Small Size Handkerchiefs (Color: Multi Color)","Generic Pack Of_8 Angry Bird Small Size Handkerchiefs (Color: Multi Color)<br>• Color: MultiColor, <br>• Material: Cotton<br>• Style: Regular<br>• Disclaimer: The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.
",personal-care,1,BSCKC1804,75.00000000,default,1,135,,"https://i.imgur.com/jlB7IGz.jpg,https://i.imgur.com/oY0jzXE.jpg,https://i.imgur.com/1cdPRsm.jpg,https://i.imgur.com/jlB7IGz.jpg","Generic Pack Of_8 Angry Bird Small Size Handkerchiefs (Color: Multi Color)","Generic Pack Of_8 Angry Bird Small Size Handkerchiefs (Color: Multi Color)<br>• Color: MultiColor, <br>• Material: Cotton<br>• Style: Regular<br>• Disclaimer: The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.
",0,0,1,,,,,simple,Default,1,,"Generic Pack Of_8 Angry Bird Small Size Handkerchiefs (Color: Multi Color)",,,,"Multi Color",Unisex,Cotton,,,,,,,1,IN,0
generic-printed-ceramic-coffee-mug-1-pieces-white-11oz-pid29509,"Generic Printed Ceramic Coffee Mug - 1 Pieces, White, 11oz","Can be used as a coffee mug (Hot and  Cold).  <br>Ideal Gift for any occasion. <br>Quantity: 1pc, <br> Material: Ceramic, <br> Color: White,  <br>Size: 11 oz., <br>Disclaimer: The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",mugs,1,BSB15MugMYYYug-MyWeekendlsAllBooked,435.00000000,default,1,228,,"https://live.staticflickr.com/65535/50097302477_4d30dc1a01_o_d.jpg,https://live.staticflickr.com/65535/50096493033_d027f23c4c_o_d.jpg","Generic Printed Ceramic Coffee Mug - 1 Pieces, White, 11oz","Can be used as a coffee mug (Hot and  Cold).  <br>Ideal Gift for any occasion. <br>Quantity: 1pc, <br> Material: Ceramic, <br> Color: White,  <br>Size: 11 oz., <br>Disclaimer: The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",0,0,1,,,,,simple,Default,1,,"Can be used as a coffee mug (Hot and  Cold).  ",,,,White,,Ceramic,"11 Oz",,,,,,1,IN,0
generic-lord-ganesha-ac-adapter-night-lamp-pid31557,"Generic Lord Ganesha AC Adapter Night Lamp","Lord Ganesha AC Adapter Night Lamp <br> Color: Multi Color,<br> Power Source: AC Adapter,<br> Material: Acrylic and Plastic<br>Extremely cool and 3D illusion, <br>Design is Laser engraved on 4 mm thick Acrylic glass.<br>Ideal for living room, bedroom,birthday gift, bars, shop, coffee shop, hotel etc<br>Low energy consumption.<br>Made of safety material .<br>No foul odors or chemically powder coatings.",night-lamps,1,BSCHNHDNL1002,80.00000000,default,5,78,,"https://live.staticflickr.com/65535/50782108921_89a3a45b95_o_d.jpg,https://live.staticflickr.com/65535/50782108826_9017956cdf_o_d.jpg,https://live.staticflickr.com/65535/50782217292_32bda0c409_o_d.jpg,https://live.staticflickr.com/65535/50781345458_38a7487896_o_d.jpg,https://live.staticflickr.com/65535/50782108896_38a7487896_o_d.jpg","Generic Lord Ganesha AC Adapter Night Lamp","Lord Ganesha AC Adapter Night Lamp <br> Color: Multi Color,<br> Power Source: AC Adapter,<br> Material: Acrylic and Plastic<br>Extremely cool and 3D illusion, <br>Design is Laser engraved on 4 mm thick Acrylic glass.<br>Ideal for living room, bedroom,birthday gift, bars, shop, coffee shop, hotel etc<br>Low energy consumption.<br>Made of safety material .<br>No foul odors or chemically powder coatings.",0,0,1,,,,,simple,Default,1,,"Lord Ganesha AC Adapter Night Lamp ",,,,Multicolor,,"Acrylic,Plastic",,,,"Night Lamp",,,1,IN,0
generic-chota-beema-key-chain-color-assorted-pid37957,"Generic Chota Beema Key Chain (Color: Assorted)","Generic Chota Beema Key Chain<br>Key Chain and Key Ring for Men, Women, Boys and Girls<br>Suitable for securing daily using items such as room keys, door keys, car keys, entrance guard card, and more, giving much charm to keys. You can hang them on the bags and backpack and pencil cases and mobile phone, or with the keys and work card.<br>All keys of car, rooms, home and office can be well organized. These keys are perfect key management. You can also add more rings on it for more keys. A nice gift for family and friends<br>Please allow a Little variation in color due to different screen resolutions.",keychain-holders,1,BSKEYC1007,80.00000000,default,1,111,,"https://live.staticflickr.com/65535/51761435409_45f4cd1599_o_d.jpg,https://live.staticflickr.com/65535/51761435369_e30573b893_o_d.jpg","Generic Chota Beema Key Chain (Color: Assorted)","Generic Chota Beema Key Chain<br>Key Chain and Key Ring for Men, Women, Boys and Girls<br>Suitable for securing daily using items such as room keys, door keys, car keys, entrance guard card, and more, giving much charm to keys. You can hang them on the bags and backpack and pencil cases and mobile phone, or with the keys and work card.<br>All keys of car, rooms, home and office can be well organized. These keys are perfect key management. You can also add more rings on it for more keys. A nice gift for family and friends<br>Please allow a Little variation in color due to different screen resolutions.",0,0,1,,,,,simple,Default,1,,"Generic Chota Beema Key Chain",,,,Assorted,Unisex,,,"Key Chain",,,,,1,IN,0
generic-home-tile-sticker-waterproof-gap-sealing-tape-strip-self-adhesive-decoration-for-floor-tiles-and-wall-decor-color-assorted-pid38213,"Generic Home Tile Sticker Waterproof Gap Sealing Tape Strip Self Adhesive Decoration For Floor Tiles And Wall Decor (Color:Assorted)","Home Tile Sticker Waterproof Gap Sealing Tape Strip Self Adhesive Decoration for Floor Tiles and Wall Decor<br>Just remove the decorative wall sticker and paste it where you want it. Can also be pasted with double-sided tape<br>Wire drawing process, more texture, shiny and bright color, Add a water shield in the surface layer of the product, has the function to prevent water and moist, just use duster cloth to clean dirty<br>With strong back glue Easy to install on a smooth, dust free wall floor.<br>Mix and match the different designs to create a unique atmosphere. Bring on the color-decorative products for the house which are both useful and beautiful.",home-accessories,1,BSCHNKH1673,125.00000000,default,2,261,,"https://live.staticflickr.com/65535/51804373632_b456c3d423_o_d.jpg,https://live.staticflickr.com/65535/51805446023_38af561811_o_d.jpg,https://live.staticflickr.com/65535/51805446018_3a96cb722c_o_d.jpg,https://live.staticflickr.com/65535/51806054560_c350b53d69_o_d.jpg","Generic Home Tile Sticker Waterproof Gap Sealing Tape Strip Self Adhesive Decoration For Floor Tiles And Wall Decor (Color:Assorted)","Home Tile Sticker Waterproof Gap Sealing Tape Strip Self Adhesive Decoration for Floor Tiles and Wall Decor<br>Just remove the decorative wall sticker and paste it where you want it. Can also be pasted with double-sided tape<br>Wire drawing process, more texture, shiny and bright color, Add a water shield in the surface layer of the product, has the function to prevent water and moist, just use duster cloth to clean dirty<br>With strong back glue Easy to install on a smooth, dust free wall floor.<br>Mix and match the different designs to create a unique atmosphere. Bring on the color-decorative products for the house which are both useful and beautiful.",0,0,1,,,,,simple,Default,1,,"Home Tile Sticker Waterproof Gap Sealing Tape Strip Self Adhesive Decoration for Floor Tiles and Wall Decor",,,,Assorted,Unisex,,,,,"Home Accessories",,,1,IN,0
generic-pack-of-3-colored-gift-box-one-side-printed-rectangle-designer-keychain-multi-color-pid38981,"Generic Pack Of 3_ Colored Gift Box One Side Printed Rectangle Designer Keychain (Multi Color)","Generic Pack Of 3_ Colored Gift Box One Side Printed Rectangle Designer Keychain<br>Color: Multi Color, <br>Shape:Rectangular, <br>Material:MDF Wooden<br>Evergreen Gift For Any Occasion Or Without Occasion<br>Perfect gift for birthdays, anniversaries, wedding, house warming, for your loved ones, for your best friends, wedding anniversary, onam and suitable for all occasions",keychain-holders,1,BSCKEY1041,35.00000000,default,50,156,,"https://live.staticflickr.com/65535/51928162400_4d23a6b070_o_d.jpg,https://live.staticflickr.com/65535/51927525841_4d058632d3_o_d.jpg","Generic Pack Of 3_ Colored Gift Box One Side Printed Rectangle Designer Keychain (Multi Color)","Generic Pack Of 3_ Colored Gift Box One Side Printed Rectangle Designer Keychain<br>Color: Multi Color, <br>Shape:Rectangular, <br>Material:MDF Wooden<br>Evergreen Gift For Any Occasion Or Without Occasion<br>Perfect gift for birthdays, anniversaries, wedding, house warming, for your loved ones, for your best friends, wedding anniversary, onam and suitable for all occasions",0,0,1,,,,,simple,Default,1,,"Generic Pack Of 3_ Colored Gift Box One Side Printed Rectangle Designer Keychain",,,,"Multi Color",,"MDF Wooden",,,Rectangular,,,,1,IN,0
generic-pack-of_8-doreman-with-nobita-small-size-handkerchiefs-color:-multi-color-pid41285,"Generic Pack Of_8 Doreman With Nobita Small Size Handkerchiefs (Color: Multi Color)","Generic Pack Of_8 Doreman With Nobita Small Size Handkerchiefs (Color: Multi Color)<br>• Color: MultiColor, <br>• Material: Cotton<br>• Style: Regular<br>• Disclaimer: The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.
",personal-care,1,BSCKC1805,75.00000000,default,1,135,,"https://i.imgur.com/qFy1lnM.jpg,https://i.imgur.com/p6OFeBf.jpg,https://i.imgur.com/qFy1lnM.jpg,https://i.imgur.com/gsLdwJA.jpg,https://i.imgur.com/qxiDSam.jpg","Generic Pack Of_8 Doreman With Nobita Small Size Handkerchiefs (Color: Multi Color)","Generic Pack Of_8 Doreman With Nobita Small Size Handkerchiefs (Color: Multi Color)<br>• Color: MultiColor, <br>• Material: Cotton<br>• Style: Regular<br>• Disclaimer: The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.
",0,0,1,,,,,simple,Default,1,,"Generic Pack Of_8 Doreman With Nobita Small Size Handkerchiefs (Color: Multi Color)",,,,"Multi Color",Unisex,Cotton,,,,,,,1,IN,0
generic-printed-ceramic-coffee-mug-1-pieces-white-11oz-pid29510,"Generic Printed Ceramic Coffee Mug - 1 Pieces, White, 11oz","Can be used as a coffee mug (Hot and  Cold).  <br>Ideal Gift for any occasion. <br>Quantity: 1pc, <br> Material: Ceramic, <br> Color: White,  <br>Size: 11 oz., <br>Disclaimer: The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",mugs,1,BSB15MugMYYYug-NapQueen,435.00000000,default,25,228,,"https://live.staticflickr.com/65535/50096493563_a601644e3e_o_d.jpg,https://live.staticflickr.com/65535/50097301802_70b35d1586_o_d.jpg","Generic Printed Ceramic Coffee Mug - 1 Pieces, White, 11oz","Can be used as a coffee mug (Hot and  Cold).  <br>Ideal Gift for any occasion. <br>Quantity: 1pc, <br> Material: Ceramic, <br> Color: White,  <br>Size: 11 oz., <br>Disclaimer: The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",0,0,1,,,,,simple,Default,1,,"Can be used as a coffee mug (Hot and  Cold).  ",,,,White,,Ceramic,"11 Oz",,,,,,1,IN,0
generic-ganga-devi-amman-ac-adapter-night-lamp-pid31558,"Generic Ganga Devi Amman AC Adapter Night Lamp","Ganga Devi Amman AC Adapter Night Lamp <br> Color: Multi Color,<br> Power Source: AC Adapter,<br> Material: Acrylic and Plastic<br>Extremely cool and 3D illusion, <br>Design is Laser engraved on 4 mm thick Acrylic glass.<br>Ideal for living room, bedroom,birthday gift, bars, shop, coffee shop, hotel etc<br>Low energy consumption.<br>Made of safety material .<br>No foul odors or chemically powder coatings.",night-lamps,1,BSCHNHDNL1003,80.00000000,default,15,78,,"https://live.staticflickr.com/65535/50782108766_6dfb683c4a_o_d.jpg,https://live.staticflickr.com/65535/50781345243_97f6f442a5_o_d.jpg,https://live.staticflickr.com/65535/50782108671_f4dd4a3b18_o_d.jpg,https://live.staticflickr.com/65535/50782108706_507d3e0434_o_d.jpg","Generic Ganga Devi Amman AC Adapter Night Lamp","Ganga Devi Amman AC Adapter Night Lamp <br> Color: Multi Color,<br> Power Source: AC Adapter,<br> Material: Acrylic and Plastic<br>Extremely cool and 3D illusion, <br>Design is Laser engraved on 4 mm thick Acrylic glass.<br>Ideal for living room, bedroom,birthday gift, bars, shop, coffee shop, hotel etc<br>Low energy consumption.<br>Made of safety material .<br>No foul odors or chemically powder coatings.",0,0,1,,,,,simple,Default,1,,"Ganga Devi Amman AC Adapter Night Lamp ",,,,Multicolor,,"Acrylic,Plastic",,,,"Night Lamp",,,1,IN,0
generic-chota-beema-friend-couple-key-chain-color-assorted-pid37958,"Generic Chota Beema Friend Couple Key Chain (Color: Assorted)","Generic Chota Beema Friend Couple Key Chain<br>Key Chain and Key Ring for Men, Women, Boys and Girls<br>Suitable for securing daily using items such as room keys, door keys, car keys, entrance guard card, and more, giving much charm to keys. You can hang them on the bags and backpack and pencil cases and mobile phone, or with the keys and work card.<br>All keys of car, rooms, home and office can be well organized. These keys are perfect key management. You can also add more rings on it for more keys. A nice gift for family and friends<br>Please allow a Little variation in color due to different screen resolutions.",keychain-holders,1,BSKEYC1008,80.00000000,default,1,111,,https://live.staticflickr.com/65535/51761649065_93d24e25e4_o_d.jpg,"Generic Chota Beema Friend Couple Key Chain (Color: Assorted)","Generic Chota Beema Friend Couple Key Chain<br>Key Chain and Key Ring for Men, Women, Boys and Girls<br>Suitable for securing daily using items such as room keys, door keys, car keys, entrance guard card, and more, giving much charm to keys. You can hang them on the bags and backpack and pencil cases and mobile phone, or with the keys and work card.<br>All keys of car, rooms, home and office can be well organized. These keys are perfect key management. You can also add more rings on it for more keys. A nice gift for family and friends<br>Please allow a Little variation in color due to different screen resolutions.",0,0,1,,,,,simple,Default,1,,"Generic Chota Beema Friend Couple Key Chain",,,,Assorted,Unisex,,,"Key Chain",,,,,1,IN,0
generic-pack-of_12-dora-buji-small-size-handkerchiefs-color:-multi-color-pid41286,"Generic Pack Of_12 Dora Buji Small Size Handkerchiefs (Color: Multi Color)","Generic Pack Of_12 Dora Buji Small Size Handkerchiefs (Color: Multi Color)<br>• Color: MultiColor, <br>• Material: Cotton<br>• Style: Regular<br>• Disclaimer: The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.
",personal-care,1,BSCKC1806,75.00000000,default,1,203,,"https://i.imgur.com/i9gSSai.jpg,https://i.imgur.com/v4v58NC.jpg,https://i.imgur.com/i9gSSai.jpg","Generic Pack Of_12 Dora Buji Small Size Handkerchiefs (Color: Multi Color)","Generic Pack Of_12 Dora Buji Small Size Handkerchiefs (Color: Multi Color)<br>• Color: MultiColor, <br>• Material: Cotton<br>• Style: Regular<br>• Disclaimer: The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.
",0,0,1,,,,,simple,Default,1,,"Generic Pack Of_12 Dora Buji Small Size Handkerchiefs (Color: Multi Color)",,,,"Multi Color",Unisex,Cotton,,,,,,,1,IN,0
generic-printed-ceramic-coffee-mug-1-pieces-white-11oz-pid29511,"Generic Printed Ceramic Coffee Mug - 1 Pieces, White, 11oz","Can be used as a coffee mug (Hot and  Cold).  <br>Ideal Gift for any occasion. <br>Quantity: 1pc, <br> Material: Ceramic, <br> Color: White,  <br>Size: 11 oz., <br>Disclaimer: The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",mugs,1,BSB15MugMYYYug-NerdInside,435.00000000,default,25,228,,"https://live.staticflickr.com/65535/50097068276_2dfee35a80_o_d.jpg,https://live.staticflickr.com/65535/50097067841_d88ed340a0_o_d.jpg","Generic Printed Ceramic Coffee Mug - 1 Pieces, White, 11oz","Can be used as a coffee mug (Hot and  Cold).  <br>Ideal Gift for any occasion. <br>Quantity: 1pc, <br> Material: Ceramic, <br> Color: White,  <br>Size: 11 oz., <br>Disclaimer: The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",0,0,1,,,,,simple,Default,1,,"Can be used as a coffee mug (Hot and  Cold).  ",,,,White,,Ceramic,"11 Oz",,,,,,1,IN,0
