url_key,name,description,categories_slug,status,sku,weight,inventory_sources,inventories,price,tax_category_id,images,meta_title,meta_description,new,featured,visible_individually,cost,width,height,depth,type,attribute_family_name,guest_checkout,meta_keywords,short_description,special_price,special_price_from,special_price_to,color,gender,material,size,model,style,product_type,pattern,package_contains,user_id,country,delivery_charge
generic-ceramic-31st-anniversary-printed-coffee-mug-color-white-capacity-330ml-pid40591,"Generic Ceramic 31st Anniversary Printed Coffee Mug (Color: White, Capacity:330ml)","Ceramic 31st Anniversary Printed Coffee Mug<br>Color: White, <br>Material: Ceramic, <br>Package Contents: 1 Pc Mug<br>Mug Design:31st Anniversary<br>Size:11oz,<br> Capacity: 330ml<br>Disclaimer:The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",mugs,1,BSB68MRPMUG1031,299.00000000,default,100,228,,"https://live.staticflickr.com/65535/52164628136_b0b5622f8c_o_d.jpg,https://live.staticflickr.com/65535/52163574092_c33e88969c_o_d.jpg,https://live.staticflickr.com/65535/52163574127_690ceddd61_o_d.jpg,https://live.staticflickr.com/65535/52163574157_61b955907d_o_d.jpg","Generic Ceramic 31st Anniversary Printed Coffee Mug (Color: White, Capacity:330ml)","Ceramic 31st Anniversary Printed Coffee Mug<br>Color: White, <br>Material: Ceramic, <br>Package Contents: 1 Pc Mug<br>Mug Design:31st Anniversary<br>Size:11oz,<br> Capacity: 330ml<br>Disclaimer:The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",0,0,1,,,,,simple,Default,1,,"Ceramic 31st Anniversary Printed Coffee Mug",,,,White,,Ceramic,,,,,"31st Anniversary",,1,IN,0
laundry-cleaning-washing-machine-balls-color-assorted-pid36496,"Laundry Cleaning Washing Machine Balls (Color: Assorted)","Laundry Cleaning Washing Machine Balls<br>These wash balls help to remove stains and odors from clothing, they are good for most washing machines and most kinds of clothes.<br>Soft and elastic design of these balls gives clothing a good protection.<br>These reusable laundry balls come with 3 kinds of beads, they can help to cleanses the water of most debris and inanimate contaminants, making the water that goes down the drain easier to filter and reuse.<br>The absence of harsh, harmful chemicals makes the clothing that comes out of the washer better for the sensitive skin of babies, young children, and those with sensitive skin.",home-accessories,1,BSCHNKH1523,239.00000000,default,3,338,,"https://live.staticflickr.com/65535/51392300236_829dea0dda_o_d.jpg,https://live.staticflickr.com/65535/51393314510_36e8cdbee0_o_d.jpg,https://live.staticflickr.com/65535/51392557703_6b191ba1b8_o_d.jpg,https://live.staticflickr.com/65535/51393031979_07b3bb8f2f_o_d.jpg,https://live.staticflickr.com/65535/51392300101_7013a2a1ab_o_d.jpg","Laundry Cleaning Washing Machine Balls (Color: Assorted)","Laundry Cleaning Washing Machine Balls<br>These wash balls help to remove stains and odors from clothing, they are good for most washing machines and most kinds of clothes.<br>Soft and elastic design of these balls gives clothing a good protection.<br>These reusable laundry balls come with 3 kinds of beads, they can help to cleanses the water of most debris and inanimate contaminants, making the water that goes down the drain easier to filter and reuse.<br>The absence of harsh, harmful chemicals makes the clothing that comes out of the washer better for the sensitive skin of babies, young children, and those with sensitive skin.",0,0,1,,,,,simple,Default,1,,"Laundry Cleaning Washing Machine Balls",,,,Assorted,Unisex,,,,,"Home Accessories",,,1,IN,0
generic-pack-of-2-heart-shape-design-chocolate-mold-color-assorted-pid37264,"Generic Pack Of_2 Heart Shape Design Chocolate Mold (Color: Assorted)","Generic Pack Of_2 Heart Shape Design Chocolate Mold (Color: Assorted)<br>heart chocolate mold products are perfect for making delectable one bite-size fat bombs. <br>Never use sharp metal tools to remove or cut food from the mold.<br>Easy to use just pour the melted chocolate and fridge.<br>Use your imagination and make your unique creations.",kitchenware,1,BSCCHNKH1191,115.00000000,default,3,117,,"https://live.staticflickr.com/65535/51096185997_44253b87a3_o_d.jpg,https://live.staticflickr.com/65535/51096089521_c99ac6e259_o_d.jpg,https://live.staticflickr.com/65535/51096169524_aeedb5a441_o_d.jpg,https://live.staticflickr.com/65535/51096089531_a675f80833_o_d.jpg","Generic Pack Of_2 Heart Shape Design Chocolate Mold (Color: Assorted)","Generic Pack Of_2 Heart Shape Design Chocolate Mold (Color: Assorted)<br>heart chocolate mold products are perfect for making delectable one bite-size fat bombs. <br>Never use sharp metal tools to remove or cut food from the mold.<br>Easy to use just pour the melted chocolate and fridge.<br>Use your imagination and make your unique creations.",0,0,1,,,,,simple,Default,1,,"Generic Pack Of_2 Heart Shape Design Chocolate Mold (Color: Assorted)",,,,Assorted,Unisex,,,,,"Home and Kitchen Accessories",,,1,IN,0
generic-ceramic-32nd-anniversary-printed-coffee-mug-color-white-capacity-330ml-pid40592,"Generic Ceramic 32nd Anniversary Printed Coffee Mug (Color: White, Capacity:330ml)","Ceramic 32nd Anniversary Printed Coffee Mug<br>Color: White, <br>Material: Ceramic, <br>Package Contents: 1 Pc Mug<br>Mug Design:32nd Anniversary<br>Size:11oz,<br> Capacity: 330ml<br>Disclaimer:The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",mugs,1,BSB68MRPMUG1032,299.00000000,default,100,228,,"https://live.staticflickr.com/65535/52164632293_5aa4033512_o_d.jpg,https://live.staticflickr.com/65535/52163574092_c33e88969c_o_d.jpg,https://live.staticflickr.com/65535/52163574127_690ceddd61_o_d.jpg,https://live.staticflickr.com/65535/52163574157_61b955907d_o_d.jpg","Generic Ceramic 32nd Anniversary Printed Coffee Mug (Color: White, Capacity:330ml)","Ceramic 32nd Anniversary Printed Coffee Mug<br>Color: White, <br>Material: Ceramic, <br>Package Contents: 1 Pc Mug<br>Mug Design:32nd Anniversary<br>Size:11oz,<br> Capacity: 330ml<br>Disclaimer:The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",0,0,1,,,,,simple,Default,1,,"Ceramic 32nd Anniversary Printed Coffee Mug",,,,White,,Ceramic,,,,,"32nd Anniversary",,1,IN,0
generic-ceramic-33rd-anniversary-printed-coffee-mug-color-white-capacity-330ml-pid40593,"Generic Ceramic 33rd Anniversary Printed Coffee Mug (Color: White, Capacity:330ml)","Ceramic 33rd Anniversary Printed Coffee Mug<br>Color: White, <br>Material: Ceramic, <br>Package Contents: 1 Pc Mug<br>Mug Design:33rd Anniversary<br>Size:11oz,<br> Capacity: 330ml<br>Disclaimer:The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",mugs,1,BSB68MRPMUG1033,299.00000000,default,100,228,,"https://live.staticflickr.com/65535/52163604972_457937bde2_o_d.jpg,https://live.staticflickr.com/65535/52163574092_c33e88969c_o_d.jpg,https://live.staticflickr.com/65535/52163574127_690ceddd61_o_d.jpg,https://live.staticflickr.com/65535/52163574157_61b955907d_o_d.jpg","Generic Ceramic 33rd Anniversary Printed Coffee Mug (Color: White, Capacity:330ml)","Ceramic 33rd Anniversary Printed Coffee Mug<br>Color: White, <br>Material: Ceramic, <br>Package Contents: 1 Pc Mug<br>Mug Design:33rd Anniversary<br>Size:11oz,<br> Capacity: 330ml<br>Disclaimer:The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",0,0,1,,,,,simple,Default,1,,"Ceramic 33rd Anniversary Printed Coffee Mug",,,,White,,Ceramic,,,,,"33rd Anniversary",,1,IN,0
bread-loaf-slicer-cutter-color-assorted-pid36498,"Bread Loaf Slicer Cutter (Color: Assorted)","Bread Loaf Slicer Cutter<br>Collapsible design for more convenient storage.<br>This is a great advantage for modern kitchens.<br>As it is foldable and needs less space, you can keep it anywhere. <br>Easy to use and clean",kitchenware,1,BSCHNKH1525,210.00000000,default,4,169,,"https://live.staticflickr.com/65535/51392556863_f10afa8308_o_d.jpg,https://live.staticflickr.com/65535/51391535767_98fd673847_o_d.jpg,https://live.staticflickr.com/65535/51392556468_16e3c38111_o_d.jpg,https://live.staticflickr.com/65535/51393030874_9e7d8f813f_o_d.jpg,https://live.staticflickr.com/65535/51391536132_b05139bf56_o_d.jpg","Bread Loaf Slicer Cutter (Color: Assorted)","Bread Loaf Slicer Cutter<br>Collapsible design for more convenient storage.<br>This is a great advantage for modern kitchens.<br>As it is foldable and needs less space, you can keep it anywhere. <br>Easy to use and clean",0,0,1,,,,,simple,Default,1,,"Bread Loaf Slicer Cutter",,,,Assorted,Unisex,,,,,"Kitchen Accessories",,,1,IN,0
generic-ceramic-34th-anniversary-printed-coffee-mug-color-white-capacity-330ml-pid40594,"Generic Ceramic 34th Anniversary Printed Coffee Mug (Color: White, Capacity:330ml)","Ceramic 34th Anniversary Printed Coffee Mug<br>Color: White, <br>Material: Ceramic, <br>Package Contents: 1 Pc Mug<br>Mug Design:34th Anniversary<br>Size:11oz,<br> Capacity: 330ml<br>Disclaimer:The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",mugs,1,BSB68MRPMUG1034,299.00000000,default,100,228,,"https://live.staticflickr.com/65535/52164865769_1b724bf569_o_d.jpg,https://live.staticflickr.com/65535/52163574092_c33e88969c_o_d.jpg,https://live.staticflickr.com/65535/52163574127_690ceddd61_o_d.jpg,https://live.staticflickr.com/65535/52163574157_61b955907d_o_d.jpg","Generic Ceramic 34th Anniversary Printed Coffee Mug (Color: White, Capacity:330ml)","Ceramic 34th Anniversary Printed Coffee Mug<br>Color: White, <br>Material: Ceramic, <br>Package Contents: 1 Pc Mug<br>Mug Design:34th Anniversary<br>Size:11oz,<br> Capacity: 330ml<br>Disclaimer:The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",0,0,1,,,,,simple,Default,1,,"Ceramic 34th Anniversary Printed Coffee Mug",,,,White,,Ceramic,,,,,"34th Anniversary",,1,IN,0
generic-pack-of-2-plastic-colorful-measuring-spoon-measuring-cup-6-pcs-set-color-assorted-pid37267,"Generic Pack Of_2 Plastic Colorful Measuring Spoon Measuring Cup(6 Pcs Set) (Color: Assorted)","Generic Pack Of_2 Plastic Colorful Measuring Spoon Measuring Cup(6 Pcs Set) (Color: Assorted)<br>Use narrow spoons for reaching into most spice jars; round spoons for liquid; bigger cups can for them both.<br>Measuring cups can be held together by rubber plug or separated for easy use, cleaning and storage<br>safe and odorless, can be used in kitchen baking.<br>Use narrow spoons for reaching into most spice jars; round spoons for liquid; bigger cups can for them both.",kitchenware,1,BSCCHNKH1198,90.00000000,default,10,117,,"https://live.staticflickr.com/65535/51096185747_f0477d4ffd_o_d.jpg,https://live.staticflickr.com/65535/51096169259_68461b4dc5_o_d.jpg,https://live.staticflickr.com/65535/51096894440_b190f51ee6_o_d.jpg,https://live.staticflickr.com/65535/51096185707_b32ecf8900_o_d.jpg,https://live.staticflickr.com/65535/51096089241_1eb3581a3c_o_d.jpg,https://live.staticflickr.com/65535/51096089261_d05ea1d19e_o_d.jpg","Generic Pack Of_2 Plastic Colorful Measuring Spoon Measuring Cup(6 Pcs Set) (Color: Assorted)","Generic Pack Of_2 Plastic Colorful Measuring Spoon Measuring Cup(6 Pcs Set) (Color: Assorted)<br>Use narrow spoons for reaching into most spice jars; round spoons for liquid; bigger cups can for them both.<br>Measuring cups can be held together by rubber plug or separated for easy use, cleaning and storage<br>safe and odorless, can be used in kitchen baking.<br>Use narrow spoons for reaching into most spice jars; round spoons for liquid; bigger cups can for them both.",0,0,1,,,,,simple,Default,1,,"Generic Pack Of_2 Plastic Colorful Measuring Spoon Measuring Cup(6 Pcs Set) (Color: Assorted)",,,,Assorted,Unisex,,,,,"Home and Kitchen Accessories",,,1,IN,0
generic-ceramic-35th-anniversary-printed-coffee-mug-color-white-capacity-330ml-pid40595,"Generic Ceramic 35th Anniversary Printed Coffee Mug (Color: White, Capacity:330ml)","Ceramic 35th Anniversary Printed Coffee Mug<br>Color: White, <br>Material: Ceramic, <br>Package Contents: 1 Pc Mug<br>Mug Design:35th Anniversary<br>Size:11oz,<br> Capacity: 330ml<br>Disclaimer:The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",mugs,1,BSB68MRPMUG1035,299.00000000,default,100,228,,"https://live.staticflickr.com/65535/52164865619_1c865d0084_o_d.jpg,https://live.staticflickr.com/65535/52163574092_c33e88969c_o_d.jpg,https://live.staticflickr.com/65535/52163574127_690ceddd61_o_d.jpg,https://live.staticflickr.com/65535/52163574157_61b955907d_o_d.jpg","Generic Ceramic 35th Anniversary Printed Coffee Mug (Color: White, Capacity:330ml)","Ceramic 35th Anniversary Printed Coffee Mug<br>Color: White, <br>Material: Ceramic, <br>Package Contents: 1 Pc Mug<br>Mug Design:35th Anniversary<br>Size:11oz,<br> Capacity: 330ml<br>Disclaimer:The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",0,0,1,,,,,simple,Default,1,,"Ceramic 35th Anniversary Printed Coffee Mug",,,,White,,Ceramic,,,,,"35th Anniversary",,1,IN,0
reusable-ice-bag-hot-water-bag-for-injuries-hot-cold-therapy-and-pain-relief-color-assorted-pid36500,"Reusable Ice Bag Hot Water Bag for Injuries, Hot and Cold Therapy and Pain Relief (Color: Assorted)","Reusable Ice Bag Hot Water Bag for Injuries, Hot and amp; Cold Therapy and Pain Relief<br>For cold therapy, simply fill with ice cubes and a little water to relieve discomfort. For hot therapy, just add some hot water (not boiling) and apply to the needed areas.<br>Can be used for Cold or Hot therapy, cold therapy can be used for headache, fever, toothache, sprain, bruises, bumps and other sports injuries while hot therapy can be used for muscle pain and amp; spasms, sprain, strain and amp; stiffness etc<br>Ideal for application of cold therapy to help reduce pain and swelling from minor scrapes, bruises, muscle aches, sprains and strains. Recommended to help relieve pain, reduce swelling, and speed recovery.<br>Keep one handy ice bag in your work desk, car and home for grab-and-go comfort from pain.",personal-care,1,BSCHNKH1529,118.00000000,default,3,152,,"https://live.staticflickr.com/65535/51393038454_8b66bde73a_o_d.jpg,https://live.staticflickr.com/65535/51392563903_1c6f7372f8_o_d.jpg,https://live.staticflickr.com/65535/51392306131_44d4ce4610_o_d.jpg,https://live.staticflickr.com/65535/51393320845_2f0ccea76f_o_d.jpg,https://live.staticflickr.com/65535/51391543632_83ee440597_o_d.jpg,https://live.staticflickr.com/65535/51392306861_b0625b0659_o_d.jpg","Reusable Ice Bag Hot Water Bag for Injuries, Hot and Cold Therapy and Pain Relief (Color: Assorted)","Reusable Ice Bag Hot Water Bag for Injuries, Hot and amp; Cold Therapy and Pain Relief<br>For cold therapy, simply fill with ice cubes and a little water to relieve discomfort. For hot therapy, just add some hot water (not boiling) and apply to the needed areas.<br>Can be used for Cold or Hot therapy, cold therapy can be used for headache, fever, toothache, sprain, bruises, bumps and other sports injuries while hot therapy can be used for muscle pain and amp; spasms, sprain, strain and amp; stiffness etc<br>Ideal for application of cold therapy to help reduce pain and swelling from minor scrapes, bruises, muscle aches, sprains and strains. Recommended to help relieve pain, reduce swelling, and speed recovery.<br>Keep one handy ice bag in your work desk, car and home for grab-and-go comfort from pain.",0,0,1,,,,,simple,Default,1,,"Reusable Ice Bag Hot Water Bag for Injuries, Hot and amp; Cold Therapy and Pain Relief",,,,Assorted,Unisex,,,,,"Personal Care",,,1,IN,0
generic-pack-of-2-coconut-opener-bundle-drill-cutter-color-assorted-pid37268,"Generic Pack Of_2 Coconut Opener Bundle Drill Cutter (Color: Assorted)","Generic Pack Of_2 Coconut Opener Bundle Drill Cutter (Color: Assorted)<br>Stainless steel blade<br>Never gets dull. Tap into count in seconds. Cleaning stick included. <br>Extract coconut water effortlessly from young coconuts with this easy tool.<br>Push the tool through the soft husk at the top of the young drinking coconut.",kitchenware,1,BSCCHNKH1201,123.00000000,default,15,117,,"https://live.staticflickr.com/65535/51096634903_e8f3b88a8c_o_d.jpg,https://live.staticflickr.com/65535/51096187682_b0d6e51b8d_o_d.jpg,https://live.staticflickr.com/65535/51096187672_0abf58b744_o_d.jpg,https://live.staticflickr.com/65535/51096171259_4e4ffdf571_o_d.jpg,https://live.staticflickr.com/65535/51096091381_726ae64825_o_d.jpg","Generic Pack Of_2 Coconut Opener Bundle Drill Cutter (Color: Assorted)","Generic Pack Of_2 Coconut Opener Bundle Drill Cutter (Color: Assorted)<br>Stainless steel blade<br>Never gets dull. Tap into count in seconds. Cleaning stick included. <br>Extract coconut water effortlessly from young coconuts with this easy tool.<br>Push the tool through the soft husk at the top of the young drinking coconut.",0,0,1,,,,,simple,Default,1,,"Generic Pack Of_2 Coconut Opener Bundle Drill Cutter (Color: Assorted)",,,,Assorted,Unisex,,,,,"Home and Kitchen Accessories",,,1,IN,0
generic-ceramic-36th-anniversary-printed-coffee-mug-color-white-capacity-330ml-pid40596,"Generic Ceramic 36th Anniversary Printed Coffee Mug (Color: White, Capacity:330ml)","Ceramic 36th Anniversary Printed Coffee Mug<br>Color: White, <br>Material: Ceramic, <br>Package Contents: 1 Pc Mug<br>Mug Design:36th Anniversary<br>Size:11oz,<br> Capacity: 330ml<br>Disclaimer:The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",mugs,1,BSB68MRPMUG1036,299.00000000,default,100,228,,"https://live.staticflickr.com/65535/52164656428_bbdae0a4b8_o_d.jpg,https://live.staticflickr.com/65535/52163574092_c33e88969c_o_d.jpg,https://live.staticflickr.com/65535/52163574127_690ceddd61_o_d.jpg,https://live.staticflickr.com/65535/52163574157_61b955907d_o_d.jpg","Generic Ceramic 36th Anniversary Printed Coffee Mug (Color: White, Capacity:330ml)","Ceramic 36th Anniversary Printed Coffee Mug<br>Color: White, <br>Material: Ceramic, <br>Package Contents: 1 Pc Mug<br>Mug Design:36th Anniversary<br>Size:11oz,<br> Capacity: 330ml<br>Disclaimer:The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",0,0,1,,,,,simple,Default,1,,"Ceramic 36th Anniversary Printed Coffee Mug",,,,White,,Ceramic,,,,,"36th Anniversary",,1,IN,0
plastic-ice-gola-maker-slush-maker-color-assorted-pid36501,"Plastic ICE Gola Maker Slush Maker (Color: Assorted)","Plastic ICE Gola Maker Slush Maker<br>Handy and Comfortable, Power Free, Rust Proof and Sharp SS Blades.<br>Components Included: 1 Ice Gola and Slush Maker, 3 Ice-Bowls, 1 Glass, 6 Reusable Sticks and 1 Ice Snow Dish.<br>The perfect staple in your kitchen safe to be washed in your dishwasher.<br>Attractive countertop design and the machine dissembles in seconds for easy storage",kitchenware,1,BSCHNKH1530,1027.00000000,default,5,447,,"https://live.staticflickr.com/65535/51392563913_0367aa4338_o_d.jpg,https://live.staticflickr.com/65535/51391545217_985205a6a0_o_d.jpg,https://live.staticflickr.com/65535/51392305556_27544b1768_o_d.jpg,https://live.staticflickr.com/65535/51392305641_7a07ab9b1c_o_d.jpg,https://live.staticflickr.com/65535/51391542912_b45367f9ca_o_d.jpg","Plastic ICE Gola Maker Slush Maker (Color: Assorted)","Plastic ICE Gola Maker Slush Maker<br>Handy and Comfortable, Power Free, Rust Proof and Sharp SS Blades.<br>Components Included: 1 Ice Gola and Slush Maker, 3 Ice-Bowls, 1 Glass, 6 Reusable Sticks and 1 Ice Snow Dish.<br>The perfect staple in your kitchen safe to be washed in your dishwasher.<br>Attractive countertop design and the machine dissembles in seconds for easy storage",0,0,1,,,,,simple,Default,1,,"Plastic ICE Gola Maker Slush Maker",,,,Assorted,Unisex,,,,,"Kitchen Accessories",,,1,IN,0
generic-pack-of-4-plastic-ice-cream-scoop-color-assorted-pid37269,"Generic Pack Of_4 Plastic Ice Cream Scoop (Color: Assorted)","Generic Pack Of_4 Plastic Ice Cream Scoop (Color: Assorted)<br>Ideal For Scooping Ice-cream, Scoop and Drop Cookie Dough, Use To Make Meatballs, To Make Fruit and Melon Balls And Also Great For Dishing Up Pet Food.<br>Utility product with superior quality and contemporary design<br>Easy to use and maintain, Helps to serve ice cream in tempting round shape<br>",kitchenware,1,BSCCHNKH1204,179.00000000,default,6,135,,"https://live.staticflickr.com/65535/51096896490_8f27b9076b_o_d.jpg,https://live.staticflickr.com/65535/51096634628_1b18b43db0_o_d.jpg,https://live.staticflickr.com/65535/51096091171_8ab71ac244_o_d.jpg,https://live.staticflickr.com/65535/51096171054_2f81600351_o_d.jpg,https://live.staticflickr.com/65535/51096171074_b55156c853_o_d.jpg","Generic Pack Of_4 Plastic Ice Cream Scoop (Color: Assorted)","Generic Pack Of_4 Plastic Ice Cream Scoop (Color: Assorted)<br>Ideal For Scooping Ice-cream, Scoop and Drop Cookie Dough, Use To Make Meatballs, To Make Fruit and Melon Balls And Also Great For Dishing Up Pet Food.<br>Utility product with superior quality and contemporary design<br>Easy to use and maintain, Helps to serve ice cream in tempting round shape<br>",0,0,1,,,,,simple,Default,1,,"Generic Pack Of_4 Plastic Ice Cream Scoop (Color: Assorted)",,,,Assorted,Unisex,,,,,"Home and Kitchen Accessories",,,1,IN,0
generic-12-pieces-festival-decorative-led-tealight-candles-color-assorted-pid38037,"Generic_12 Pieces Festival Decorative LED Tealight Candles (Color: Assorted)","12 Pieces Festival Decorative LED Tealight Candles (Color: Assorted)<br>The Flameless Candles tea lights are easily portable and can be used for a long period of time without having to change the battery.<br>The Tea light Warm yellow Candle is designed to flicker in a realistic way so that one can feel the ambiance of an actual candle flame without any hazard or hassles.<br>candles can be given away as gifts or party favors.<br>Perfect for decorating weddings, parties, gardens, patios, decks, restaurants, lanterns, kids projects, centerpieces",home-accessories,1,BSCHNKH1630,286.00000000,default,4,425,,"https://live.staticflickr.com/65535/51777347277_005b2fa158_o_d.jpg,https://live.staticflickr.com/65535/51778165206_e21191ca81_o_d.jpg,https://live.staticflickr.com/65535/51777347252_dae09d9975_o_d.jpg,https://live.staticflickr.com/65535/51778165241_c5f4fa9aac_o_d.jpg,https://live.staticflickr.com/65535/51779053575_bba72c999c_o_d.jpg","Generic_12 Pieces Festival Decorative LED Tealight Candles (Color: Assorted)","12 Pieces Festival Decorative LED Tealight Candles (Color: Assorted)<br>The Flameless Candles tea lights are easily portable and can be used for a long period of time without having to change the battery.<br>The Tea light Warm yellow Candle is designed to flicker in a realistic way so that one can feel the ambiance of an actual candle flame without any hazard or hassles.<br>candles can be given away as gifts or party favors.<br>Perfect for decorating weddings, parties, gardens, patios, decks, restaurants, lanterns, kids projects, centerpieces",0,0,1,,,,,simple,Default,1,,"12 Pieces Festival Decorative LED Tealight Candles (Color: Assorted)",,,,Assorted,Unisex,,,,,"Home Accessories",,,1,IN,0
generic-ceramic-37th-anniversary-printed-coffee-mug-color-white-capacity-330ml-pid40597,"Generic Ceramic 37th Anniversary Printed Coffee Mug (Color: White, Capacity:330ml)","Ceramic 37th Anniversary Printed Coffee Mug<br>Color: White, <br>Material: Ceramic, <br>Package Contents: 1 Pc Mug<br>Mug Design:37th Anniversary<br>Size:11oz,<br> Capacity: 330ml<br>Disclaimer:The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",mugs,1,BSB68MRPMUG1037,299.00000000,default,100,228,,"https://live.staticflickr.com/65535/52164889769_65d6a60158_o_d.jpg,https://live.staticflickr.com/65535/52163574092_c33e88969c_o_d.jpg,https://live.staticflickr.com/65535/52163574127_690ceddd61_o_d.jpg,https://live.staticflickr.com/65535/52163574157_61b955907d_o_d.jpg","Generic Ceramic 37th Anniversary Printed Coffee Mug (Color: White, Capacity:330ml)","Ceramic 37th Anniversary Printed Coffee Mug<br>Color: White, <br>Material: Ceramic, <br>Package Contents: 1 Pc Mug<br>Mug Design:37th Anniversary<br>Size:11oz,<br> Capacity: 330ml<br>Disclaimer:The color of actual product may vary slightly from the images provided due to photographic lighting conditions and difference in screen resolutions.",0,0,1,,,,,simple,Default,1,,"Ceramic 37th Anniversary Printed Coffee Mug",,,,White,,Ceramic,,,,,"37th Anniversary",,1,IN,0
generic-pack-of-6-plastic-corners-and-edges-dust-mini-dustpan-color-assorted-pid37270,"Generic Pack Of_6 Plastic Corners And Edges Dust Mini Dustpan (Color: Assorted)","Generic Pack Of_6 Plastic Corners And Edges Dust Mini Dustpan (Color: Assorted)<br>cleaning keyboard, dashboard, equipment in car . The faux bristle is enough to reach the nook and aperture<br>This Cleaning brush is made of PP plastic material, sturdy and durable. Brush bristles is made of nylon<br>Easily Clean Unreachable And Dirty Window Channels, Keyboard Etc.<br>Portable And Lightweight, Convenient To Carry. Also Features A Hole For Hanging",home-accessories,1,BSCCHNKH1205,128.00000000,default,3,133,,"https://live.staticflickr.com/65535/51096091131_be093c9267_o_d.jpg,https://live.staticflickr.com/65535/51096634583_4bdb78eb02_o_d.jpg,https://live.staticflickr.com/65535/51096170969_61839ea49e_o_d.jpg,https://live.staticflickr.com/65535/51096896365_3aff207c14_o_d.jpg,https://live.staticflickr.com/65535/51096896380_8d70c9e79b_o_d.jpg","Generic Pack Of_6 Plastic Corners And Edges Dust Mini Dustpan (Color: Assorted)","Generic Pack Of_6 Plastic Corners And Edges Dust Mini Dustpan (Color: Assorted)<br>cleaning keyboard, dashboard, equipment in car . The faux bristle is enough to reach the nook and aperture<br>This Cleaning brush is made of PP plastic material, sturdy and durable. Brush bristles is made of nylon<br>Easily Clean Unreachable And Dirty Window Channels, Keyboard Etc.<br>Portable And Lightweight, Convenient To Carry. Also Features A Hole For Hanging",0,0,1,,,,,simple,Default,1,,"Generic Pack Of_6 Plastic Corners And Edges Dust Mini Dustpan (Color: Assorted)",,,,Assorted,Unisex,,,,,"Home and Kitchen Accessories",,,1,IN,0
generic-pack-of-2-big-size-mouse-trap-color-assorted-pid38038,"Generic Pack Of 2_Big Size Mouse Trap (Color: Assorted)","Pack Of 2_Big Size Mouse Trap (Color: Assorted)<br>Open the glue trap carefully and take away the buttons on the glue. Then close the glue boards, again open the glue slowly.<br>Glue Trap for protection from rats and lizards and cockroaches and ants and mouse and rodents is the perfect solution to all your rat problems. <br>Just Place it where rats are observed frequently, such as indoor, kitchen, office, meeting room, restaurant, behind appliances, under sink, garage, near garbage areas etc.<br>For best effect, place some bread crumbs cheese, fried fish at the center to attract mouse and rats.",home-accessories,1,BSCHNKH1631,350.00000000,default,2,166,,"https://live.staticflickr.com/65535/51778165161_0f87e3a7b8_o_d.jpg,https://live.staticflickr.com/65535/51779053450_5ba346d58c_o_d.jpg,https://live.staticflickr.com/65535/51778411713_1cfcd34c4c_o_d.jpg,https://live.staticflickr.com/65535/51778808659_efabb4e59d_o_d.jpg","Generic Pack Of 2_Big Size Mouse Trap (Color: Assorted)","Pack Of 2_Big Size Mouse Trap (Color: Assorted)<br>Open the glue trap carefully and take away the buttons on the glue. Then close the glue boards, again open the glue slowly.<br>Glue Trap for protection from rats and lizards and cockroaches and ants and mouse and rodents is the perfect solution to all your rat problems. <br>Just Place it where rats are observed frequently, such as indoor, kitchen, office, meeting room, restaurant, behind appliances, under sink, garage, near garbage areas etc.<br>For best effect, place some bread crumbs cheese, fried fish at the center to attract mouse and rats.",0,0,1,,,,,simple,Default,1,,"Pack Of 2_Big Size Mouse Trap (Color: Assorted)",,,,Assorted,Unisex,,,,,"Home Accessories",,,1,IN,0
